#schema: gunit book list v1 — columns are PIPE-separated (|)
#  1 title    2 author    3 status    4 md5/source    5 date    6 calibre_id|se-empty
#  status: (blank)=pending  downloaded  nomatch  failed  quota_blocked  tagged  queued/downloading/completed (legacy)
#  col4: Anna's md5, or se:<author>/<title> for Standard Ebooks rows
#  col6: calibre book id on DONE rows; the literal "se-empty" on quota_blocked/nomatch rows means SE was already searched and had nothing (skip re-search)
#  lines beginning with # are comments; "#tag: NAME[, NAME...]" sets the calibre tags for this whole list
# Top 100 Novels Guardian Critics Pick

#tag: Top 100 Novels, Guardian, Critics Picks




The Leopard|Giuseppe Tomasi di Lampedusa|tagged|2d116158843254996d0a8e28c57e61a2|2026-06-08T11:48
The Golden Notebook|Doris Lessing|tagged||2026-06-08T11:48
Giovanni's Room|James Baldwin|tagged|06503f8a308a9e303a05250499e93e0d|2026-06-08T11:48
Housekeeping|Marilynne Robinson|tagged|e43663df29b725cd520c91e4ead02f89|2026-06-08T11:48
The Magic Mountain|Thomas Mann|tagged||2026-06-08T11:48
Heart of Darkness|Joseph Conrad|tagged||2026-06-08T11:49
Song of Solomon|Toni Morrison|tagged||2026-06-08T11:49
Their Eyes Were Watching God|Zora Neale Hurston|tagged|033ab7c9ba563e70e70e782ea812fdf2|2026-06-08T11:49
The Age of Innocence|Edith Wharton|tagged||2026-06-08T11:49
Invisible Man|Ralph Ellison|tagged|08b339d02030e6e20923695b430d7a79|2026-06-08T11:49|1775
The Handmaid's Tale|Margaret Atwood|tagged||2026-06-08T11:49
Great Expectations|Charles Dickens|tagged||2026-06-08T11:50
Wolf Hall|Hilary Mantel|tagged||2026-06-08T11:50
David Copperfield|Charles Dickens|tagged||2026-06-08T11:50
The God of Small Things|Arundhati Roy|tagged||2026-06-08T11:50
The Prime of Miss Jean Brodie|Muriel Spark|tagged|835d8bdbbcf0f2d815b9ad1d86adf974|2026-06-08T11:51
Frankenstein|Mary Shelley|tagged||2026-06-08T11:51
Pale Fire|Vladimir Nabokov|tagged|ca0a04813b6200fd2c493b8a19726f6b|2026-06-08T11:51|153
The Brothers Karamazov|Fyodor Dostoyevsky|tagged||2026-06-08T11:51
The Trial|Franz Kafka|tagged||2026-06-08T11:51
Don Quixote|Miguel de Cervantes|tagged||2026-06-08T11:51
Lolita|Vladimir Nabokov|tagged||2026-06-08T11:51
The Remains of the Day|Kazuo Ishiguro|tagged||2026-06-08T11:52
Midnight's Children|Salman Rushdie|tagged||2026-06-08T11:52
Things Fall Apart|Chinua Achebe|tagged||2026-06-08T11:52
The Portrait of a Lady|Henry James|tagged|se:henry-james/the-portrait-of-a-lady|2026-06-08T11:52
Wuthering Heights|Emily Brontë|tagged||2026-06-08T11:52
The Life and Opinions of Tristram Shandy, Gentleman|Laurence Sterne|tagged||2026-06-08T11:52
Persuasion|Jane Austen|tagged||2026-06-08T11:53
One Hundred Years of Solitude|Gabriel García Márquez|tagged||2026-06-08T11:53
Nineteen Eighty-Four|George Orwell|tagged|7c53e0083ece94fe523a334e5b1f24fc|2026-06-08T11:53|1779
Moby-Dick|Herman Melville|tagged||2026-06-08T11:53
Mrs Dalloway|Virginia Woolf|tagged||2026-06-08T11:53
Emma|Jane Austen|tagged||2026-06-08T11:54
Bleak House|Charles Dickens|tagged||2026-06-08T11:54
The Great Gatsby|F. Scott Fitzgerald|tagged||2026-06-08T11:54
Madame Bovary|Gustave Flaubert|tagged||2026-06-08T11:54
Pride and Prejudice|Jane Austen|tagged||2026-06-08T11:55
Jane Eyre|Charlotte Brontë|tagged||2026-06-08T11:55
War and Peace|Leo Tolstoy|tagged||2026-06-08T11:55
Anna Karenina|Leo Tolstoy|tagged||2026-06-08T11:55
In Search of Lost Time|Marcel Proust|tagged||2026-06-08T11:55
To the Lighthouse|Virginia Woolf|tagged||2026-06-08T11:55
Ulysses|James Joyce|tagged||2026-06-08T11:56
Beloved|Toni Morrison|tagged|20623ae16c1d275677f3b7441812ec8c|2026-06-22T13:22
